50|49|CA-2017-169194|2017-06-20 00:00:00|2017-06-25 00:00:00|Standard Class|LH-16900|Lena Hernandez|Consumer|United States|Dover|Delaware|19901|East|TEC-PH-10003988|Technology|Phones|LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite|21.800000000000001|2|0|6.104000000000001
54|53|CA-2016-115742|2016-04-18 00:00:00|2016-04-22 00:00:00|Standard Class|DP-13000|Darren Powers|Consumer|United States|New Albany|Indiana|47150|Central|FUR-CH-10003061|Furniture|Chairs|Global Leather Task Chair, Black|89.989999999999995|1|0|17.098099999999988
58|57|CA-2017-111682|2017-06-17 00:00:00|2017-06-18 00:00:00|First Class|TB-21055|Ted Butterfield|Consumer|United States|Troy|New York|12180|East|OFF-PA-10001569|Office Supplies|Paper|Xerox 232|32.400000000000006|5|0|15.552000000000001
62|61|CA-2017-111682|2017-06-17 00:00:00|2017-06-18 00:00:00|First Class|TB-21055|Ted Butterfield|Consumer|United States|Troy|New York|12180|East|OFF-BI-10001460|Office Supplies|Binders|Plastic Binding Combs|48.480000000000004|4|0.20000000000000001|16.361999999999998
66|65|CA-2016-135545|2016-11-24 00:00:00|2016-11-30 00:00:00|Standard Class|KM-16720|Kunst Miller|Consumer|United States|Los Angeles|California|90004|West|OFF-PA-10003892|Office Supplies|Paper|Xerox 1943|146.72999999999999|3|0|68.963099999999997
70|69|CA-2015-106376|2015-12-05 00:00:00|2015-12-10 00:00:00|Standard Class|BS-11590|Brendan Sweed|Corporate|United States|Gilbert|Arizona|85234|West|TEC-PH-10002726|Technology|Phones|netTALK DUO VoIP Telephone Service|167.96800000000002|4|0.20000000000000001|62.988
74|73|US-2016-134026|2016-04-26 00:00:00|2016-05-02 00:00:00|Standard Class|JE-15745|Joel Eaton|Consumer|United States|Memphis|Tennessee|38109|South|FUR-CH-10000513|Furniture|Chairs|High-Back Leather Manager's Chair|831.93600000000015|8|0.20000000000000001|-114.39120000000003
78|77|US-2018-118038|2018-12-09 00:00:00|2018-12-11 00:00:00|First Class|KB-16600|Ken Brennan|Corporate|United States|Houston|Texas|77041|Central|FUR-FU-10000260|Furniture|Furnishings|6" Cubicle Wall Clock, Black|9.7080000000000002|3|0.59999999999999998|-5.8248000000000015
82|81|CA-2017-127208|2017-06-12 00:00:00|2017-06-15 00:00:00|First Class|SC-20770|Stewart Carmichael|Corporate|United States|Decatur|Alabama|35601|South|OFF-BI-10002309|Office Supplies|Binders|Avery Heavy-Duty EZD  Binder With Locking Rings|16.740000000000002|3|0|8.0351999999999997
86|85|US-2018-119662|2018-11-13 00:00:00|2018-11-16 00:00:00|First Class|CS-12400|Christopher Schild|Home Office|United States|Chicago|Illinois|60623|Central|OFF-ST-10003656|Office Supplies|Storage|Safco Industrial Wire Shelving|230.376|3|0.20000000000000001|-48.954900000000002
90|89|CA-2017-159695|2017-04-05 00:00:00|2017-04-10 00:00:00|Second Class|GM-14455|Gary Mitchum|Home Office|United States|Houston|Texas|77095|Central|OFF-ST-10003442|Office Supplies|Storage|Eldon Portable Mobile Manager|158.36800000000002|7|0.20000000000000001|13.857199999999999
94|93|CA-2016-149587|2016-01-31 00:00:00|2016-02-05 00:00:00|Second Class|KB-16315|Karl Braun|Consumer|United States|Minneapolis|Minnesota|55407|Central|OFF-PA-10003177|Office Supplies|Paper|Xerox 1999|12.960000000000001|2|0|6.2208000000000006
98|97|CA-2018-161018|2018-11-09 00:00:00|2018-11-11 00:00:00|Second Class|PN-18775|Parhena Norris|Home Office|United States|New York City|New York|10009|East|FUR-FU-10000629|Furniture|Furnishings|9-3/4 Diameter Round Wall Clock|96.530000000000001|7|0|40.5426
102|101|CA-2017-158568|2017-08-29 00:00:00|2017-09-02 00:00:00|Standard Class|RB-19465|Rick Bensley|Home Office|United States|Chicago|Illinois|60610|Central|TEC-AC-10001767|Technology|Accessories|SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card|95.976000000000013|3|0.20000000000000001|-10.797300000000011
106|105|US-2016-156867|2016-11-13 00:00:00|2016-11-17 00:00:00|Standard Class|LC-16870|Lena Cacioppo|Consumer|United States|Aurora|Colorado|80013|West|FUR-FU-10004006|Furniture|Furnishings|Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting|102.35999999999999|3|0.20000000000000001|-3.8385000000000105
110|109|CA-2018-119004|2018-11-23 00:00:00|2018-11-28 00:00:00|Standard Class|JM-15250|Janet Martin|Consumer|United States|Charlotte|North Carolina|28205|South|OFF-AR-10000390|Office Supplies|Art|Newell Chalk Holder|3.3040000000000003|1|0.20000000000000001|1.0737999999999999
114|113|CA-2017-128867|2017-11-03 00:00:00|2017-11-10 00:00:00|Standard Class|CL-12565|Clay Ludtke|Consumer|United States|Urbandale|Iowa|50322|Central|OFF-BI-10003981|Office Supplies|Binders|Avery Durable Plastic 1" Binders|27.240000000000002|6|0|13.3476
118|117|CA-2015-115259|2015-08-25 00:00:00|2015-08-27 00:00:00|Second Class|RC-19960|Ryan Crowe|Consumer|United States|Columbus|Ohio|43229|East|OFF-EN-10002504|Office Supplies|Envelopes|Tyvek  Top-Opening Peel & Seel Envelopes, Plain White|130.464|6|0.20000000000000001|44.031599999999997
122|121|CA-2017-103730|2017-06-12 00:00:00|2017-06-15 00:00:00|First Class|SC-20725|Steven Cartwright|Consumer|United States|Wilmington|Delaware|19805|East|OFF-BI-10003910|Office Supplies|Binders|DXL Angle-View Binders with Locking Rings by Samsill|30.84|4|0|13.878
126|125|US-2015-152030|2015-12-26 00:00:00|2015-12-28 00:00:00|Second Class|AD-10180|Alan Dominguez|Home Office|United States|Houston|Texas|77041|Central|FUR-CH-10004063|Furniture|Chairs|Global Deluxe High-Back Manager's Chair|600.55799999999999|3|0.29999999999999999|-8.5794000000000779
130|129|US-2017-125969|2017-11-06 00:00:00|2017-11-10 00:00:00|Second Class|LS-16975|Lindsay Shagiari|Home Office|United States|Los Angeles|California|90004|West|FUR-CH-10001146|Furniture|Chairs|Global Task Chair, Black|81.424000000000007|2|0.20000000000000001|-9.1601999999999961
134|133|US-2018-164147|2018-02-02 00:00:00|2018-02-05 00:00:00|First Class|DW-13585|Dorothy Wardle|Corporate|United States|Columbus|Ohio|43229|East|OFF-FA-10002780|Office Supplies|Fasteners|Staples|21.456|9|0.20000000000000001|6.9731999999999976
138|137|CA-2017-145583|2017-10-13 00:00:00|2017-10-19 00:00:00|Standard Class|LC-16885|Lena Creighton|Consumer|United States|Roseville|California|95661|West|OFF-FA-10002988|Office Supplies|Fasteners|Ideal Clamps|4.0199999999999996|2|0|1.9697999999999998
142|141|CA-2017-110366|2017-09-05 00:00:00|2017-09-07 00:00:00|Second Class|JD-15895|Jonathan Doherty|Corporate|United States|Philadelphia|Pennsylvania|19140|East|FUR-FU-10004848|Furniture|Furnishings|Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock|82.800000000000011|2|0.20000000000000001|10.349999999999994
146|145|CA-2018-155376|2018-12-22 00:00:00|2018-12-27 00:00:00|Standard Class|SG-20080|Sandra Glassco|Consumer|United States|Independence|Missouri|64055|Central|OFF-AP-10001058|Office Supplies|Appliances|Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators|839.43000000000006|3|0|218.25179999999997
150|149|CA-2017-114489|2017-12-05 00:00:00|2017-12-09 00:00:00|Standard Class|JE-16165|Justin Ellison|Corporate|United States|Franklin|Wisconsin|53132|Central|TEC-PH-10001448|Technology|Phones|Anker Astro 15000mAh USB Portable Charger|149.97|3|0|5.9987999999999815
154|153|CA-2017-158834|2017-03-13 00:00:00|2017-03-16 00:00:00|First Class|TW-21025|Tamara Willingham|Home Office|United States|Scottsdale|Arizona|85254|West|TEC-PH-10001254|Technology|Phones|Jabra BIZ 2300 Duo QD Duo Corded Headset|203.184|2|0.20000000000000001|15.238799999999991
158|157|CA-2016-118948|2016-05-28 00:00:00|2016-06-03 00:00:00|Standard Class|NK-18490|Neil Knudson|Home Office|United States|Seattle|Washington|98105|West|OFF-AR-10001547|Office Supplies|Art|Newell 311|6.6299999999999999|3|0|1.7901
162|161|CA-2017-162733|2017-05-11 00:00:00|2017-05-12 00:00:00|First Class|TT-21070|Ted Trevino|Consumer|United States|Los Angeles|California|90045|West|OFF-PA-10002751|Office Supplies|Paper|Xerox 1920|5.9800000000000004|1|0|2.6909999999999998
166|165|CA-2015-139892|2015-09-08 00:00:00|2015-09-12 00:00:00|Standard Class|BM-11140|Becky Martin|Consumer|United States|San Antonio|Texas|78207|Central|OFF-AR-10004441|Office Supplies|Art|BIC Brite Liner Highlighters|9.9359999999999999|3|0.20000000000000001|2.7324000000000002
170|169|CA-2015-139892|2015-09-08 00:00:00|2015-09-12 00:00:00|Standard Class|BM-11140|Becky Martin|Consumer|United States|San Antonio|Texas|78207|Central|OFF-AR-10002656|Office Supplies|Art|Sanford Liquid Accent Highlighters|32.064|6|0.20000000000000001|6.8135999999999974
174|173|CA-2015-118962|2015-08-05 00:00:00|2015-08-09 00:00:00|Standard Class|CS-12130|Chad Sievert|Consumer|United States|Los Angeles|California|90004|West|OFF-PA-10001144|Office Supplies|Paper|Xerox 1913|110.95999999999999|2|0|53.260799999999996
178|177|US-2018-152366|2018-04-21 00:00:00|2018-04-25 00:00:00|Second Class|SJ-20500|Shirley Jackson|Consumer|United States|Houston|Texas|77036|Central|OFF-AP-10002684|Office Supplies|Appliances|Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection|97.263999999999982|4|0.80000000000000004|-243.16000000000008
182|181|CA-2015-166191|2015-12-05 00:00:00|2015-12-09 00:00:00|Second Class|DK-13150|David Kendrick|Corporate|United States|Decatur|Illinois|62521|Central|OFF-ST-10003455|Office Supplies|Storage|Tenex File Box, Personal Filing Tote with Lid, Black|24.816000000000003|2|0.20000000000000001|1.8612000000000002
186|185|CA-2015-158274|2015-11-19 00:00:00|2015-11-24 00:00:00|Second Class|RM-19675|Robert Marley|Home Office|United States|Monroe|Louisiana|71203|South|TEC-AC-10002345|Technology|Accessories|HP Standard 104 key PS/2 Keyboard|29|2|0|7.25
190|189|CA-2017-157000|2017-07-16 00:00:00|2017-07-22 00:00:00|Standard Class|AM-10360|Alice McCarthy|Corporate|United States|Grand Prairie|Texas|75051|Central|OFF-PA-10001950|Office Supplies|Paper|Southworth 25% Cotton Antique Laid Paper & Envelopes|20.016000000000002|3|0.20000000000000001|6.2549999999999963
194|193|CA-2016-102281|2016-10-12 00:00:00|2016-10-14 00:00:00|First Class|MP-17470|Mark Packer|Home Office|United States|New York City|New York|10035|East|FUR-BO-10002545|Furniture|Bookcases|Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors|626.35200000000009|3|0.20000000000000001|46.976400000000012
198|197|CA-2015-140004|2015-03-21 00:00:00|2015-03-25 00:00:00|Standard Class|CB-12025|Cassandra Brandow|Consumer|United States|Hamilton|Ohio|45011|East|OFF-AR-10004027|Office Supplies|Art|Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box|6.048|3|0.20000000000000001|1.5876000000000006
202|201|CA-2018-105074|2018-06-24 00:00:00|2018-06-29 00:00:00|Standard Class|MB-17305|Maria Bertelson|Consumer|United States|Akron|Ohio|44312|East|OFF-PA-10002666|Office Supplies|Paper|Southworth 25% Cotton Linen-Finish Paper & Envelopes|21.744000000000003|3|0.20000000000000001|6.794999999999999
206|205|CA-2018-126382|2018-06-03 00:00:00|2018-06-07 00:00:00|Standard Class|HK-14890|Heather Kirkland|Corporate|United States|Franklin|Tennessee|37064|South|FUR-FU-10002960|Furniture|Furnishings|Eldon 200 Class Desk Accessories, Burgundy|35.168000000000006|7|0.20000000000000001|9.6712000000000025
210|209|CA-2018-135860|2018-12-01 00:00:00|2018-12-07 00:00:00|Standard Class|JH-15985|Joseph Holt|Consumer|United States|Saginaw|Michigan|48601|Central|OFF-BI-10003274|Office Supplies|Binders|Avery Durable Slant Ring Binders, No Labels|15.92|4|0|7.4824000000000002
214|213|CA-2016-146262|2016-01-02 00:00:00|2016-01-09 00:00:00|Standard Class|VW-21775|Victoria Wilson|Corporate|United States|Medina|Ohio|44256|East|OFF-LA-10004544|Office Supplies|Labels|Avery 505|23.680000000000003|2|0.20000000000000001|8.879999999999999
218|217|CA-2016-146262|2016-01-02 00:00:00|2016-01-09 00:00:00|Standard Class|VW-21775|Victoria Wilson|Corporate|United States|Medina|Ohio|44256|East|TEC-AC-10000109|Technology|Accessories|Sony Micro Vault Click 16 GB USB 2.0 Flash Drive|89.584000000000003|2|0.20000000000000001|4.4792000000000058
222|221|CA-2016-169397|2016-12-24 00:00:00|2016-12-27 00:00:00|First Class|JB-15925|Joni Blumstein|Consumer|United States|Dublin|Ohio|43017|East|OFF-PA-10004000|Office Supplies|Paper|While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle|22.704000000000004|6|0.20000000000000001|8.2302
226|225|CA-2016-169397|2016-12-24 00:00:00|2016-12-27 00:00:00|First Class|JB-15925|Joni Blumstein|Consumer|United States|Dublin|Ohio|43017|East|OFF-AR-10001958|Office Supplies|Art|Stanley Bostitch Contemporary Electric Pencil Sharpeners|27.168000000000003|2|0.20000000000000001|2.7168000000000001
230|229|US-2016-145436|2016-02-28 00:00:00|2016-03-04 00:00:00|Standard Class|VD-21670|Valerie Dominguez|Consumer|United States|Columbia|Tennessee|38401|South|FUR-CH-10004860|Furniture|Chairs|Global Low Back Tilter Chair|161.56800000000001|2|0.20000000000000001|-28.274400000000021
234|233|US-2018-100930|2018-04-07 00:00:00|2018-04-12 00:00:00|Standard Class|CS-12400|Christopher Schild|Home Office|United States|Tampa|Florida|33614|South|FUR-TA-10003473|Furniture|Tables|Bretford Rectangular Conference Table Tops|620.61450000000013|3|0.45000000000000001|-248.24579999999992
238|237|CA-2018-160514|2018-11-12 00:00:00|2018-11-16 00:00:00|Standard Class|DB-13120|David Bremer|Corporate|United States|Santa Clara|California|95051|West|OFF-PA-10002479|Office Supplies|Paper|Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)|10.56|2|0|4.7519999999999998
242|241|CA-2017-157749|2017-06-04 00:00:00|2017-06-09 00:00:00|Second Class|KL-16645|Ken Lonsdale|Consumer|United States|Chicago|Illinois|60610|Central|TEC-PH-10000011|Technology|Phones|PureGear Roll-On Screen Protector|31.983999999999998|2|0.20000000000000001|11.194399999999998
246|245|CA-2015-131926|2015-06-01 00:00:00|2015-06-06 00:00:00|Second Class|DW-13480|Dianna Wilson|Home Office|United States|Lakeville|Minnesota|55044|Central|FUR-CH-10004063|Furniture|Chairs|Global Deluxe High-Back Manager's Chair|2001.8600000000001|7|0|580.53939999999989
250|249|CA-2015-131926|2015-06-01 00:00:00|2015-06-06 00:00:00|Second Class|DW-13480|Dianna Wilson|Home Office|United States|Lakeville|Minnesota|55044|Central|OFF-PA-10000061|Office Supplies|Paper|Xerox 205|25.920000000000002|4|0|12.441600000000001
254|253|CA-2017-146941|2017-12-10 00:00:00|2017-12-13 00:00:00|First Class|DL-13315|Delfina Latchford|Consumer|United States|New York City|New York|10024|East|OFF-ST-10001228|Office Supplies|Storage|Fellowes Personal Hanging Folder Files, Navy|80.579999999999998|6|0|22.562400000000004
258|257|US-2016-159982|2016-11-28 00:00:00|2016-12-04 00:00:00|Standard Class|DR-12880|Dan Reichenbach|Corporate|United States|Chicago|Illinois|60623|Central|OFF-ST-10001590|Office Supplies|Storage|Tenex Personal Project File with Scoop Front Design, Black|53.920000000000002|5|0.20000000000000001|4.0439999999999969
262|261|CA-2018-163139|2018-12-01 00:00:00|2018-12-03 00:00:00|Second Class|CC-12670|Craig Carreira|Consumer|United States|New York City|New York|10009|East|OFF-BI-10003460|Office Supplies|Binders|Acco 3-Hole Punch|17.52|5|0.20000000000000001|6.1319999999999988
266|265|CA-2017-125318|2017-06-06 00:00:00|2017-06-13 00:00:00|Standard Class|RC-19825|Roy Collins|Consumer|United States|Chicago|Illinois|60610|Central|TEC-PH-10001433|Technology|Phones|Cisco Small Business SPA 502G VoIP phone|328.22399999999999|4|0.20000000000000001|28.7196
270|269|US-2018-145366|2018-12-09 00:00:00|2018-12-13 00:00:00|Standard Class|CA-12310|Christine Abelman|Corporate|United States|Cincinnati|Ohio|45231|East|OFF-ST-10004180|Office Supplies|Storage|Safco Commercial Shelving|37.207999999999998|1|0.20000000000000001|-7.4416000000000011
274|273|CA-2016-155334|2016-07-30 00:00:00|2016-07-31 00:00:00|First Class|HA-14920|Helen Andreada|Consumer|United States|San Francisco|California|94109|West|FUR-FU-10003274|Furniture|Furnishings|Regeneration Desk Collection|5.2800000000000002|3|0|2.3232000000000004
278|277|CA-2018-132976|2018-10-13 00:00:00|2018-10-17 00:00:00|Standard Class|AG-10495|Andrew Gjertsen|Corporate|United States|Philadelphia|Pennsylvania|19140|East|OFF-PA-10000673|Office Supplies|Paper|Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad|11.648000000000001|2|0.20000000000000001|4.0768000000000004
282|281|US-2016-161991|2016-09-26 00:00:00|2016-09-28 00:00:00|Second Class|SC-20725|Steven Cartwright|Consumer|United States|Houston|Texas|77070|Central|OFF-BI-10004967|Office Supplies|Binders|Round Ring Binders|2.0799999999999996|5|0.80000000000000004|-3.4320000000000004
286|285|CA-2016-130883|2016-09-26 00:00:00|2016-10-02 00:00:00|Standard Class|TB-21520|Tracy Blumstein|Consumer|United States|Portland|Oregon|97206|West|TEC-AC-10001956|Technology|Accessories|Microsoft Arc Touch Mouse|239.80000000000004|5|0.20000000000000001|47.959999999999987
290|289|CA-2017-112697|2017-12-18 00:00:00|2017-12-20 00:00:00|Second Class|AH-10195|Alan Haines|Corporate|United States|Tamarac|Florida|33319|South|OFF-SU-10000646|Office Supplies|Supplies|Premier Automatic Letter Opener|961.48000000000013|5|0.20000000000000001|-204.31449999999995
5|4|US-2016-108966|2016-10-11 00:00:00|2016-10-18 00:00:00|Standard Class|SO-20335|Sean O'Donnell|Consumer|United States|Fort Lauderdale|Florida|33311|South|FUR-TA-10000577|Furniture|Tables|Bretford CR4500 Series Slim Rectangular Table|957.57749999999999|5|0.45000000000000001|-383.03100000000006
9|8|CA-2015-115812|2015-06-09 00:00:00|2015-06-14 00:00:00|Standard Class|BH-11710|Brosina Hoffman|Consumer|United States|Los Angeles|California|90032|West|TEC-PH-10002275|Technology|Phones|Mitel 5320 IP Phone VoIP phone|907.15200000000004|6|0.20000000000000001|90.715200000000038
13|12|CA-2015-115812|2015-06-09 00:00:00|2015-06-14 00:00:00|Standard Class|BH-11710|Brosina Hoffman|Consumer|United States|Los Angeles|California|90032|West|TEC-PH-10002033|Technology|Phones|Konftel 250 Conference phone - Charcoal black|911.42399999999998|4|0.20000000000000001|68.356800000000021
17|16|US-2016-118983|2016-11-22 00:00:00|2016-11-26 00:00:00|Standard Class|HP-14815|Harold Pawlan|Home Office|United States|Fort Worth|Texas|76106|Central|OFF-BI-10000756|Office Supplies|Binders|Storex DuraTech Recycled Plastic Frosted Binders|2.5439999999999996|3|0.80000000000000004|-3.8160000000000016
21|20|CA-2015-143336|2015-08-27 00:00:00|2015-09-01 00:00:00|Second Class|ZD-21925|Zuschuss Donatelli|Consumer|United States|San Francisco|California|94109|West|TEC-PH-10001949|Technology|Phones|Cisco SPA 501G IP Phone|213.48000000000002|3|0.20000000000000001|16.010999999999981
25|24|US-2018-156909|2018-07-16 00:00:00|2018-07-18 00:00:00|Second Class|SF-20065|Sandra Flanagan|Consumer|United States|Philadelphia|Pennsylvania|19140|East|FUR-CH-10002774|Furniture|Chairs|Global Deluxe Stacking Chair, Gray|71.371999999999986|2|0.29999999999999999|-1.0196000000000005
29|28|US-2016-150630|2016-09-17 00:00:00|2016-09-21 00:00:00|Standard Class|TB-21520|Tracy Blumstein|Consumer|United States|Philadelphia|Pennsylvania|19140|East|FUR-BO-10004834|Furniture|Bookcases|Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish|3083.4300000000003|7|0.5|-1665.0522000000001
33|32|US-2016-150630|2016-09-17 00:00:00|2016-09-21 00:00:00|Standard Class|TB-21520|Tracy Blumstein|Consumer|United States|Philadelphia|Pennsylvania|19140|East|OFF-AR-10004042|Office Supplies|Art|BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain|86.304000000000002|6|0.20000000000000001|9.7091999999999885
37|36|CA-2017-117590|2017-12-08 00:00:00|2017-12-10 00:00:00|First Class|GH-14485|Gene Hale|Corporate|United States|Richardson|Texas|75080|Central|TEC-PH-10004977|Technology|Phones|GE 30524EE4|1097.5440000000003|7|0.20000000000000001|123.47369999999989
41|40|CA-2016-117415|2016-12-27 00:00:00|2016-12-31 00:00:00|Standard Class|SN-20710|Steve Nguyen|Home Office|United States|Houston|Texas|77041|Central|FUR-CH-10004218|Furniture|Chairs|Global Fabric Manager's Chair, Dark Gray|212.05799999999999|3|0.29999999999999999|-15.146999999999991
45|44|CA-2018-139619|2018-09-19 00:00:00|2018-09-23 00:00:00|Standard Class|ES-14080|Erin Smith|Corporate|United States|Melbourne|Florida|32935|South|OFF-ST-10003282|Office Supplies|Storage|Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers|95.616|2|0.20000000000000001|9.5616000000000092
49|48|CA-2017-169194|2017-06-20 00:00:00|2017-06-25 00:00:00|Standard Class|LH-16900|Lena Hernandez|Consumer|United States|Dover|Delaware|19901|East|TEC-AC-10002167|Technology|Accessories|Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive|45|3|0|4.9500000000000011
53|52|CA-2016-115742|2016-04-18 00:00:00|2016-04-22 00:00:00|Standard Class|DP-13000|Darren Powers|Consumer|United States|New Albany|Indiana|47150|Central|FUR-FU-10001706|Furniture|Furnishings|Longer-Life Soft White Bulbs|6.1600000000000001|2|0|2.9567999999999999
57|56|CA-2017-111682|2017-06-17 00:00:00|2017-06-18 00:00:00|First Class|TB-21055|Ted Butterfield|Consumer|United States|Troy|New York|12180|East|OFF-ST-10000604|Office Supplies|Storage|Home/Office Personal File Carts|208.56|6|0|52.139999999999986
61|60|CA-2017-111682|2017-06-17 00:00:00|2017-06-18 00:00:00|First Class|TB-21055|Ted Butterfield|Consumer|United States|Troy|New York|12180|East|TEC-AC-10002167|Technology|Accessories|Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive|30|2|0|3.3000000000000007
65|64|CA-2016-135545|2016-11-24 00:00:00|2016-11-30 00:00:00|Standard Class|KM-16720|Kunst Miller|Consumer|United States|Los Angeles|California|90004|West|OFF-BI-10001078|Office Supplies|Binders|Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11"|25.824000000000002|6|0.20000000000000001|9.3612000000000002
69|68|CA-2015-106376|2015-12-05 00:00:00|2015-12-10 00:00:00|Standard Class|BS-11590|Brendan Sweed|Corporate|United States|Gilbert|Arizona|85234|West|OFF-AR-10002671|Office Supplies|Art|Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige|1113.0240000000001|8|0.20000000000000001|111.30239999999998
73|72|CA-2018-114440|2018-09-14 00:00:00|2018-09-17 00:00:00|Second Class|TB-21520|Tracy Blumstein|Consumer|United States|Jackson|Michigan|49201|Central|OFF-PA-10004675|Office Supplies|Paper|Telephone Message Books with Fax/Mobile Section, 5 1/2" x 3 3/16"|19.049999999999997|3|0|8.7629999999999999
77|76|US-2018-118038|2018-12-09 00:00:00|2018-12-11 00:00:00|First Class|KB-16600|Ken Brennan|Corporate|United States|Houston|Texas|77041|Central|OFF-BI-10004182|Office Supplies|Binders|Economy Binders|1.2479999999999998|3|0.80000000000000004|-1.9344000000000006
81|80|CA-2017-127208|2017-06-12 00:00:00|2017-06-15 00:00:00|First Class|SC-20770|Stewart Carmichael|Corporate|United States|Decatur|Alabama|35601|South|OFF-AP-10002118|Office Supplies|Appliances|1.7 Cubic Foot Compact "Cube" Office Refrigerators|208.16|1|0|56.20320000000001
